Measurement type,Year,Month,Day,Hour,Minute,Second,Zero A/D,Current A/D,CO2,IRGA temperature,Humidity,Humidity sensor temperature,Cell gas pressure,Battery voltage
%s,%4.0f,%2.0f,%2.0f,%2.0f,%2.0f,%2.0f,%5.0f,%5.0f,%03.02f,%02.1f,%02.2f,%02.2f,%04d,%02.1f
W M,2023,05,13,17,35,35,54412,50060,584.27,45.00,8.60,21.40,0998,11.5
W M,2023,05,13,17,45,40,54412,50037,588.20,45.00,8.60,21.40,0998,11.5
W M,2023,05,13,17,55,45,54412,50028,589.86,45.00,8.60,21.40,0998,11.5
W M,2023,05,13,18,05,49,54412,50027,589.93,45.00,8.60,21.40,0998,11.4
W M,2023,05,13,18,15,54,54412,50032,589.34,45.00,8.60,21.40,0998,11.5
W M,2023,05,13,18,25,59,54412,50012,592.97,45.00,8.60,21.40,0998,11.5
W M,2023,05,13,18,36,04,54412,50013,592.53,45.00,8.60,21.40,0998,11.6
W M,2023,05,13,18,46,08,54412,50035,589.16,45.00,8.60,21.40,0997,11.6
W M,2023,05,13,18,56,13,54412,50064,584.75,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,19,06,18,54412,50089,580.69,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,19,16,23,54412,50088,581.23,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,19,26,28,54412,50079,582.48,45.00,8.60,21.40,0996,11.6
W M,2023,05,13,19,36,32,54412,50077,582.83,45.00,8.60,21.40,0996,11.4
W M,2023,05,13,19,46,37,54412,50105,577.62,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,19,56,42,54412,50077,582.46,45.00,8.60,21.40,0996,11.4
W M,2023,05,13,20,06,47,54412,50072,583.21,45.00,8.60,21.40,0997,11.5
W M,2023,05,13,20,16,52,54412,50055,586.22,45.00,8.60,21.40,0997,11.6
W M,2023,05,13,20,26,56,54412,50042,588.46,45.00,8.60,21.40,0997,11.5
W M,2023,05,13,20,37,01,54412,50074,583.27,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,20,47,06,54412,50083,581.29,45.00,8.60,21.40,0997,11.5
W M,2023,05,13,20,57,11,54412,50154,568.95,45.00,8.60,21.40,0996,11.6
W M,2023,05,13,21,07,16,54412,50247,552.72,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,21,17,21,54412,50212,558.73,45.00,8.60,21.30,0996,11.5
W M,2023,05,13,21,27,25,54412,50146,570.03,45.00,8.60,21.30,0997,11.5
W M,2023,05,13,21,37,30,54412,50094,579.05,45.00,8.60,21.30,0997,11.5
W M,2023,05,13,21,47,35,54412,50079,581.99,45.00,8.60,21.40,0997,11.5
W M,2023,05,13,21,57,40,54412,50085,581.75,45.00,8.60,21.40,0996,11.5
W M,2023,05,13,22,08,37,54416,50110,578.01,45.00,8.50,21.40,0995,11.5
W M,2023,05,13,22,18,42,54416,50097,581.05,45.00,8.60,21.40,0995,11.4
W M,2023,05,13,22,28,46,54416,50078,584.02,45.00,8.60,21.40,0995,11.4
W M,2023,05,13,22,38,51,54416,50054,588.48,45.00,8.60,21.40,0995,11.6
W M,2023,05,13,22,48,56,54416,50062,587.04,45.00,8.60,21.40,0995,11.5
W M,2023,05,13,22,59,01,54416,50116,577.14,45.00,8.60,21.40,0995,11.6
W M,2023,05,13,23,09,06,54416,50097,580.03,45.00,8.60,21.40,0996,11.4
W M,2023,05,13,23,19,10,54416,50100,580.07,45.00,8.60,21.40,0995,11.5
W M,2023,05,13,23,29,15,54416,50052,589.31,45.00,8.60,21.40,0994,11.6
W M,2023,05,13,23,39,20,54416,50071,585.87,45.00,8.60,21.40,0994,11.5
W M,2023,05,13,23,49,25,54416,50058,588.25,45.00,8.60,21.40,0994,11.5
W M,2023,05,13,23,59,29,54416,50049,589.65,45.00,8.60,21.40,0994,11.6
W M,2023,05,14,00,09,34,54416,50038,591.31,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,00,19,39,54416,50025,593.55,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,00,29,44,54416,49999,598.22,45.00,8.60,21.40,0995,11.4
W M,2023,05,14,00,39,49,54416,50002,597.60,45.00,8.60,21.40,0995,11.6
W M,2023,05,14,00,49,54,54416,49982,601.41,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,00,59,58,54416,49979,602.60,45.00,8.60,21.40,0994,11.6
W M,2023,05,14,01,10,03,54416,50028,593.98,45.00,8.60,21.30,0994,11.4
W M,2023,05,14,01,20,08,54416,50050,589.91,45.00,8.60,21.30,0994,11.6
W M,2023,05,14,01,30,13,54416,50042,591.21,45.00,8.60,21.40,0994,11.5
W M,2023,05,14,01,40,18,54416,50034,592.29,45.00,8.60,21.30,0995,11.5
W M,2023,05,14,01,50,22,54416,50035,592.15,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,02,00,27,54416,50019,595.02,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,02,10,32,54416,50008,596.90,45.00,8.60,21.30,0995,11.5
W M,2023,05,14,02,20,37,54416,50001,598.25,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,02,30,42,54416,50002,597.82,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,02,40,46,54416,50006,597.11,45.00,8.60,21.40,0995,11.6
W M,2023,05,14,02,50,51,54416,50027,593.52,45.00,8.60,21.40,0995,11.6
W M,2023,05,14,03,00,56,54416,50019,594.70,45.00,8.60,21.40,0995,11.6
W M,2023,05,14,03,11,01,54416,49980,601.71,45.00,8.60,21.40,0995,11.6
W M,2023,05,14,03,21,06,54416,49992,599.79,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,03,31,11,54416,50008,597.63,45.00,8.60,21.40,0994,11.5
W M,2023,05,14,03,41,15,54416,50021,594.36,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,03,51,20,54416,50040,591.25,45.00,8.60,21.40,0995,11.6
W M,2023,05,14,04,02,17,54415,50190,563.13,45.00,8.50,21.40,0996,11.5
W M,2023,05,14,04,12,22,54415,50009,596.02,45.00,8.60,21.40,0995,11.5
W M,2023,05,14,04,22,27,54415,50005,597.29,45.00,8.60,21.40,0995,11.4
W M,2023,05,14,04,32,32,54415,50004,597.65,45.00,8.60,21.40,0994,11.5
W M,2023,05,14,04,42,36,54415,50001,598.79,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,04,52,41,54415,49997,599.45,45.00,8.60,21.30,0994,11.6
W M,2023,05,14,05,02,46,54415,49990,600.63,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,05,12,51,54415,49988,600.58,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,05,22,55,54415,49988,600.20,45.00,8.60,21.30,0995,11.5
W M,2023,05,14,05,33,00,54415,49978,602.04,45.00,8.60,21.30,0995,11.6
W M,2023,05,14,05,43,05,54415,50007,596.76,45.00,8.60,21.30,0995,11.5
W M,2023,05,14,05,53,09,54415,50009,596.87,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,06,03,14,54415,50002,598.12,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,06,13,19,54415,50018,595.06,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,06,23,24,54415,50066,586.61,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,06,33,28,54415,50042,590.64,45.00,8.60,21.20,0995,11.5
W M,2023,05,14,06,43,33,54415,50009,598.68,45.00,8.60,21.20,0992,11.5
W M,2023,05,14,06,53,38,54415,49993,602.39,45.00,8.60,21.20,0991,11.5
W M,2023,05,14,07,03,43,54415,50000,601.02,45.00,8.60,21.20,0991,11.4
W M,2023,05,14,07,13,47,54415,49993,601.96,45.00,8.60,21.20,0992,11.5
W M,2023,05,14,07,23,52,54415,50042,593.18,45.00,8.60,21.20,0992,11.5
W M,2023,05,14,07,33,57,54415,50074,587.56,45.00,8.60,21.20,0991,11.5
W M,2023,05,14,07,44,02,54415,50030,595.42,45.00,8.60,21.20,0991,11.6
W M,2023,05,14,07,54,06,54415,49954,608.78,45.00,8.60,21.20,0992,11.5
W M,2023,05,14,08,04,11,54415,49954,608.74,45.00,8.60,21.20,0992,11.6
W M,2023,05,14,08,14,16,54415,49951,609.11,45.00,8.60,21.20,0992,11.6
W M,2023,05,14,08,24,20,54415,49946,610.00,45.00,8.60,21.20,0992,11.5
W M,2023,05,14,08,34,25,54415,49926,613.71,45.00,8.60,21.20,0992,11.5
W M,2023,05,14,08,44,30,54415,49938,611.21,45.00,8.60,21.10,0993,11.6
W M,2023,05,14,08,54,35,54415,49928,613.09,45.00,8.60,21.10,0992,11.5
W M,2023,05,14,09,04,40,54415,49948,609.39,45.00,8.60,21.10,0992,11.5
W M,2023,05,14,09,14,44,54415,49943,609.95,45.00,8.60,21.10,0993,11.6
W M,2023,05,14,09,24,49,54415,49954,607.66,45.00,8.60,21.10,0993,11.6
W M,2023,05,14,09,34,54,54415,49949,608.28,45.00,8.60,21.10,0994,11.5
W M,2023,05,14,09,44,59,54415,49939,610.12,45.00,8.60,21.10,0993,11.5
W M,2023,05,14,09,55,04,54415,49993,600.21,45.00,8.60,21.10,0994,11.5
W M,2023,05,14,10,06,01,54408,50028,591.96,45.00,8.50,21.10,0995,11.6
W M,2023,05,14,10,16,05,54408,50006,596.43,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,10,26,10,54408,50018,594.41,45.00,8.60,21.20,0994,11.6
W M,2023,05,14,10,36,15,54408,50026,593.13,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,10,46,20,54408,50024,593.48,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,10,56,25,54408,50039,590.74,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,11,06,29,54408,50065,585.88,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,11,16,34,54408,50052,587.64,45.00,8.60,21.10,0995,11.5
W M,2023,05,14,11,26,39,54408,50075,583.20,45.00,8.60,21.10,0995,11.5
W M,2023,05,14,11,36,44,54408,50082,581.97,45.00,8.60,21.10,0995,11.5
W M,2023,05,14,11,46,49,54408,50095,579.85,45.00,8.60,21.10,0995,11.6
W M,2023,05,14,11,56,54,54408,50108,577.45,45.00,8.60,21.10,0995,11.5
W M,2023,05,14,12,06,58,54408,50164,567.61,45.00,8.60,21.20,0995,11.4
W M,2023,05,14,12,17,03,54408,50196,562.29,45.00,8.60,21.20,0995,11.5
W M,2023,05,14,12,27,08,54408,50241,554.37,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,12,37,13,54408,50251,552.76,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,12,47,18,54408,50201,561.62,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,12,57,22,54408,50154,570.02,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,13,07,27,54408,50145,571.37,45.00,8.60,21.20,0994,11.6
W M,2023,05,14,13,17,32,54408,50168,567.53,45.00,8.60,21.20,0994,11.6
W M,2023,05,14,13,27,37,54408,50175,566.21,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,13,37,42,54408,50229,556.97,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,13,47,47,54408,50187,564.15,45.00,8.60,21.20,0994,11.6
W M,2023,05,14,13,57,52,54408,50237,555.58,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,14,07,56,54408,50234,555.98,45.00,8.60,21.20,0994,11.6
W M,2023,05,14,14,18,01,54408,50258,551.89,45.00,8.60,21.20,0994,11.4
W M,2023,05,14,14,28,06,54408,50260,551.58,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,14,38,11,54408,50259,551.44,45.00,8.60,21.20,0994,11.5
W M,2023,05,14,14,48,16,54408,50221,558.06,45.00,8.60,21.30,0994,11.4
W M,2023,05,14,14,58,20,54408,50244,554.18,45.00,8.60,21.30,0994,11.6
W M,2023,05,14,15,08,25,54408,50268,549.94,45.00,8.60,21.30,0994,11.6
W M,2023,05,14,15,18,30,54408,50251,552.95,45.00,8.70,21.30,0994,11.5
W M,2023,05,14,15,28,35,54408,50225,557.79,45.00,8.70,21.30,0994,11.6
W M,2023,05,14,15,38,40,54408,50240,555.12,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,15,48,44,54408,50251,553.04,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,15,58,49,54408,50275,549.17,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,16,09,46,54418,50288,548.39,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,16,19,51,54418,50283,549.85,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,16,29,56,54418,50265,552.71,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,16,40,01,54418,50284,549.89,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,16,50,06,54418,50278,550.81,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,17,00,10,54418,50237,557.99,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,17,10,15,54418,50231,559.10,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,17,20,20,54418,50223,560.62,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,17,30,25,54418,50253,554.73,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,17,40,30,54418,50245,556.16,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,17,50,34,54418,50265,552.75,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,18,00,39,54418,50248,555.28,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,18,10,44,54418,50233,557.98,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,18,20,49,54418,50250,554.82,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,18,30,53,54418,50308,544.86,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,18,40,58,54418,50336,540.36,45.00,8.60,21.30,0994,11.6
W M,2023,05,14,18,51,03,54418,50353,537.50,45.00,8.60,21.30,0994,11.5
W M,2023,05,14,19,01,08,54418,50342,539.50,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,19,11,12,54418,50357,536.96,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,19,21,17,54418,50380,533.12,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,19,31,22,54418,50381,532.77,45.00,8.70,21.30,0994,11.5
W M,2023,05,14,19,41,27,54418,50373,534.09,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,19,51,31,54418,50361,536.36,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,20,01,36,54418,50365,535.85,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,20,11,41,54418,50341,539.87,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,20,21,45,54418,50337,540.69,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,20,31,50,54418,50304,546.39,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,20,41,55,54418,50297,547.78,45.00,8.60,21.30,0993,11.5
W M,2023,05,14,20,52,00,54418,50258,554.74,45.00,8.60,21.30,0992,11.4
W M,2023,05,14,21,02,04,54418,50248,556.42,45.00,8.70,21.30,0992,11.5
W M,2023,05,14,21,12,09,54418,50244,557.05,45.00,8.70,21.30,0992,11.5
W M,2023,05,14,21,22,14,54418,50244,557.21,45.00,8.70,21.30,0992,11.5
W M,2023,05,14,21,32,19,54418,50258,554.55,45.00,8.70,21.30,0993,11.5
W M,2023,05,14,21,42,23,54418,50271,552.41,45.00,8.70,21.30,0992,11.4
W M,2023,05,14,21,52,28,54418,50265,553.89,45.00,8.70,21.30,0992,11.5
W M,2023,05,14,22,03,25,54417,50384,531.99,45.00,8.60,21.30,0993,11.6
W M,2023,05,14,22,13,30,54417,50268,552.74,45.00,8.60,21.40,0992,11.6
W M,2023,05,14,22,23,35,54417,50246,557.10,45.00,8.70,21.40,0992,11.5
W M,2023,05,14,22,33,39,54417,50208,563.02,45.00,8.70,21.40,0993,11.5
W M,2023,05,14,22,43,44,54417,50151,573.46,45.00,8.70,21.40,0992,11.5
W M,2023,05,14,22,53,49,54417,50160,571.94,45.00,8.70,21.50,0992,11.4
W M,2023,05,14,23,03,54,54417,50128,577.82,45.00,8.70,21.50,0992,11.5
W M,2023,05,14,23,13,58,54417,50117,579.83,45.00,8.70,21.60,0992,11.6
W M,2023,05,14,23,24,03,54417,50118,579.26,45.00,8.70,21.70,0992,11.6
W M,2023,05,14,23,34,08,54417,50143,575.17,45.00,8.80,21.70,0992,11.5
W M,2023,05,14,23,44,13,54417,50138,576.19,45.00,8.80,21.80,0992,11.5
W M,2023,05,14,23,54,17,54417,50114,579.74,45.00,8.80,21.90,0993,11.5
W M,2023,05,15,00,04,22,54417,50119,579.01,45.00,8.80,21.90,0992,11.5
W M,2023,05,15,00,14,27,54417,50152,573.19,45.00,8.80,21.90,0992,11.5
W M,2023,05,15,00,24,32,54417,50148,574.18,45.00,8.80,22.00,0992,11.5
W M,2023,05,15,00,34,36,54417,50116,579.81,45.00,8.80,22.00,0992,11.6
W M,2023,05,15,00,44,41,54417,50074,587.62,45.00,8.80,22.10,0992,11.5
W M,2023,05,15,00,54,46,54417,50068,588.58,45.00,8.80,22.10,0992,11.5
W M,2023,05,15,01,04,51,54417,50072,587.61,45.00,8.80,22.20,0992,11.6
W M,2023,05,15,01,14,55,54417,50059,589.00,45.00,8.90,22.20,0993,11.6
W M,2023,05,15,01,25,00,54417,50118,578.87,45.00,8.90,22.20,0993,11.5
W M,2023,05,15,01,35,05,54417,50111,580.55,45.00,8.80,22.10,0992,11.4
W M,2023,05,15,01,45,10,54417,50135,575.71,45.00,8.80,22.10,0993,11.5
W M,2023,05,15,01,55,14,54417,50128,576.98,45.00,8.80,22.10,0993,11.5
W M,2023,05,15,02,05,19,54417,50143,574.04,45.00,8.80,22.10,0993,11.4
W M,2023,05,15,02,15,24,54417,50171,568.85,45.00,8.80,22.10,0994,11.4
W M,2023,05,15,02,25,29,54417,50159,570.85,45.00,8.80,22.10,0994,11.6
W M,2023,05,15,02,35,33,54417,50176,567.59,45.00,8.80,21.90,0994,11.5
W M,2023,05,15,02,45,38,54417,50155,571.15,45.00,8.70,21.70,0994,11.5
W M,2023,05,15,02,55,43,54417,50141,573.71,45.00,8.70,21.50,0994,11.5
W M,2023,05,15,03,05,47,54417,50143,573.66,45.00,8.70,21.40,0994,11.5
W M,2023,05,15,03,15,52,54417,50181,567.01,45.00,8.70,21.30,0994,11.5
W M,2023,05,15,03,25,57,54417,50164,569.53,45.00,8.60,21.20,0994,11.5
W M,2023,05,15,03,36,01,54417,50203,562.16,45.00,8.70,21.30,0995,11.5
W M,2023,05,15,03,46,06,54417,50235,556.97,45.00,8.70,21.30,0994,11.5
W M,2023,05,15,03,56,11,54417,50248,554.60,45.00,8.70,21.30,0995,11.6
W M,2023,05,15,04,07,08,54429,50254,556.15,45.00,8.60,21.30,0994,11.5
W M,2023,05,15,04,17,13,54429,50234,559.62,45.00,8.70,21.40,0994,11.5
W M,2023,05,15,04,27,17,54429,50241,558.95,45.00,8.70,21.40,0993,11.4
W M,2023,05,15,04,37,22,54429,50230,560.90,45.00,8.70,21.40,0993,11.4
W M,2023,05,15,04,47,27,54429,50211,564.77,45.00,8.70,21.50,0992,11.6
W M,2023,05,15,04,57,32,54429,50146,575.79,45.00,8.70,21.50,0993,11.4
W M,2023,05,15,05,07,36,54429,50129,578.98,45.00,8.70,21.50,0993,11.6
W M,2023,05,15,05,17,41,54429,50122,580.15,45.00,8.70,21.50,0993,11.6
W M,2023,05,15,05,27,46,54429,50165,572.14,45.00,8.70,21.50,0993,11.6
W M,2023,05,15,05,37,50,54429,50189,567.89,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,05,47,55,54429,50216,563.18,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,05,58,00,54429,50225,561.65,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,06,08,05,54429,50205,565.26,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,06,18,09,54429,50218,563.12,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,06,28,14,54429,50201,566.18,45.00,8.70,21.50,0993,11.6
W M,2023,05,15,06,38,19,54429,50190,568.08,45.00,8.70,21.50,0993,11.6
W M,2023,05,15,06,48,23,54429,50136,577.50,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,06,58,28,54429,50123,579.63,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,07,08,33,54429,50098,583.94,45.00,8.70,21.50,0993,11.6
W M,2023,05,15,07,18,38,54429,50043,593.90,45.00,8.70,21.50,0993,11.5
W M,2023,05,15,07,28,42,54429,50029,596.47,45.00,8.70,21.60,0993,11.5
W M,2023,05,15,07,38,47,54429,50031,596.18,45.00,8.70,21.60,0993,11.6
W M,2023,05,15,07,48,52,54429,50014,599.35,45.00,8.70,21.60,0993,11.5
W M,2023,05,15,07,58,56,54429,49983,604.25,45.00,8.80,21.70,0994,11.5
W M,2023,05,15,08,09,01,54429,49938,612.64,45.00,8.80,21.70,0993,11.5
W M,2023,05,15,08,19,06,54429,49899,619.88,45.00,8.80,21.70,0993,11.5
W M,2023,05,15,08,29,11,54429,49876,624.51,45.00,8.80,21.70,0993,11.5
W M,2023,05,15,08,39,15,54429,49861,628.11,45.00,8.80,21.70,0992,11.5
W M,2023,05,15,08,49,20,54429,49865,628.11,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,08,59,25,54429,49856,630.21,45.00,8.80,21.70,0990,11.6
W M,2023,05,15,09,09,30,54429,49868,627.98,45.00,8.80,21.70,0990,11.5
W M,2023,05,15,09,19,34,54429,49852,630.55,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,09,29,39,54429,49886,624.04,45.00,8.80,21.70,0991,11.4
W M,2023,05,15,09,39,44,54429,49921,617.87,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,09,49,49,54429,49894,623.12,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,10,00,46,54421,50495,514.35,45.00,8.70,21.70,0993,11.4
W M,2023,05,15,10,10,50,54421,49940,613.17,45.00,8.70,21.70,0991,11.5
W M,2023,05,15,10,20,55,54421,49958,610.23,45.00,8.70,21.70,0990,11.5
W M,2023,05,15,10,31,00,54421,49944,612.82,45.00,8.80,21.70,0990,11.5
W M,2023,05,15,10,41,04,54421,49936,614.27,45.00,8.80,21.70,0990,11.5
W M,2023,05,15,10,51,09,54421,49882,623.62,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,11,01,14,54421,49864,627.17,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,11,11,19,54421,49864,626.59,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,11,21,23,54421,49868,626.31,45.00,8.80,21.70,0991,11.6
W M,2023,05,15,11,31,28,54421,49923,616.19,45.00,8.80,21.70,0991,11.6
W M,2023,05,15,11,41,33,54421,49942,612.75,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,11,51,37,54421,50035,596.04,45.00,8.80,21.80,0991,11.4
W M,2023,05,15,12,01,42,54421,49928,615.31,45.00,8.80,21.80,0991,11.6
W M,2023,05,15,12,11,47,54421,49929,615.08,45.00,8.80,21.70,0991,11.5
W M,2023,05,15,12,21,52,54421,49911,618.95,45.00,8.80,21.70,0990,11.6
W M,2023,05,15,12,31,56,54421,49954,610.90,45.00,8.80,21.80,0990,11.5
W M,2023,05,15,12,42,01,54421,49948,612.23,45.00,8.80,21.70,0990,11.5
W M,2023,05,15,12,52,06,54421,49957,610.75,45.00,8.80,21.80,0990,11.5
W M,2023,05,15,13,02,10,54421,49979,606.62,45.00,8.80,21.80,0990,11.5
W M,2023,05,15,13,12,15,54421,49981,605.96,45.00,8.80,21.80,0990,11.5
W M,2023,05,15,13,22,20,54421,49992,603.98,45.00,8.80,21.80,0990,11.5
W M,2023,05,15,13,32,24,54421,49985,605.18,45.00,8.80,21.80,0991,11.5
W M,2023,05,15,13,42,29,54421,50043,594.83,45.00,8.80,21.80,0990,11.6
W M,2023,05,15,13,52,34,54421,50011,600.78,45.00,8.80,21.90,0990,11.5
W M,2023,05,15,14,02,38,54421,50050,593.92,45.00,8.80,21.80,0990,11.6
W M,2023,05,15,14,12,43,54421,50039,596.23,45.00,8.80,21.80,0990,11.6
W M,2023,05,15,14,22,48,54421,49973,608.61,45.00,8.80,21.80,0989,11.5
W M,2023,05,15,14,32,52,54421,49933,615.89,45.00,8.80,21.80,0989,11.6
W M,2023,05,15,14,42,57,54421,49918,618.75,45.00,8.80,21.80,0989,11.4
W M,2023,05,15,14,53,02,54421,49949,612.77,45.00,8.80,21.70,0989,11.5
W M,2023,05,15,15,03,07,54421,49966,609.89,45.00,8.80,21.70,0989,11.6
W M,2023,05,15,15,13,11,54421,49983,606.90,45.00,8.80,21.80,0989,11.7
W M,2023,05,15,15,23,16,54421,49981,607.34,45.00,8.80,21.70,0989,11.5
W M,2023,05,15,15,33,21,54421,50028,599.05,45.00,8.80,21.70,0989,11.5
W M,2023,05,15,15,43,25,54421,49984,607.23,45.00,8.80,21.70,0988,11.5
W M,2023,05,15,15,53,30,54421,49976,608.89,45.00,8.80,21.70,0988,11.5
W M,2023,05,15,16,04,27,54431,50045,597.14,45.00,8.80,21.70,0989,11.4
W M,2023,05,15,16,14,32,54431,49987,608.61,45.00,8.80,21.70,0988,11.5
W M,2023,05,15,16,24,36,54431,50004,606.14,45.00,8.80,21.70,0987,11.4
W M,2023,05,15,16,34,41,54431,49994,608.25,45.00,8.80,21.70,0987,11.6
W M,2023,05,15,16,44,46,54431,49975,611.82,45.00,8.80,21.70,0987,11.6
W M,2023,05,15,16,54,51,54431,49965,613.85,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,17,04,55,54431,49957,615.52,45.00,8.80,21.70,0986,11.5
W M,2023,05,15,17,15,00,54431,49960,614.90,45.00,8.80,21.70,0987,11.6
W M,2023,05,15,17,25,05,54431,49991,609.26,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,17,35,09,54431,49984,610.05,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,17,45,14,54431,49979,610.97,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,17,55,19,54431,49998,607.75,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,18,05,23,54431,50021,603.35,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,18,15,28,54431,50013,604.57,45.00,8.80,21.70,0987,11.6
W M,2023,05,15,18,25,33,54431,50016,604.59,45.00,8.80,21.80,0987,11.5
W M,2023,05,15,18,35,38,54431,50027,603.48,45.00,8.80,21.70,0986,11.6
W M,2023,05,15,18,45,42,54431,50016,605.17,45.00,8.80,21.70,0986,11.5
W M,2023,05,15,18,55,47,54431,49995,608.39,45.00,8.80,21.70,0987,11.5
W M,2023,05,15,19,05,52,54431,50021,603.09,45.00,8.80,21.80,0987,11.5
W M,2023,05,15,19,15,56,54431,50003,606.27,45.00,8.80,21.80,0987,11.6
W M,2023,05,15,19,26,01,54431,49994,607.45,45.00,8.80,21.80,0988,11.4
W M,2023,05,15,19,36,06,54431,50003,605.30,45.00,8.90,21.80,0989,11.6
W M,2023,05,15,19,46,10,54431,49983,608.68,45.00,8.90,21.80,0989,11.5
W M,2023,05,15,19,56,15,54431,49992,606.53,45.00,8.90,21.80,0989,11.5
W M,2023,05,15,20,06,20,54431,50006,603.75,45.00,8.90,21.80,0990,11.6
W M,2023,05,15,20,16,25,54431,50034,598.34,45.00,8.90,21.80,0990,11.5
W M,2023,05,15,20,26,29,54431,50033,598.59,45.00,8.90,21.90,0990,11.4
W M,2023,05,15,20,36,34,54431,50050,596.27,45.00,8.90,21.80,0989,11.4
W M,2023,05,15,20,46,39,54431,50053,595.52,45.00,8.90,21.90,0989,11.5
W M,2023,05,15,20,56,43,54431,50052,595.57,45.00,8.90,21.90,0990,11.4
W M,2023,05,15,21,06,48,54431,50049,595.79,45.00,8.90,21.90,0990,11.5
